Page ID	Title	Author	Composition Year	Original Language	Translator	Translation Year	Project	Subject	Source URL	Text
869168	Due	Cesare Pavese	1938				letteratura	poesie	Indice:Pavese - Poesie edite e inedite.djvu	
746654	Due cavalier valenti d'un paraggio	Rustico Filippi	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
352310	Due colombine intatte	Tommaso Crudeli	XVIII secolo				Letteratura	Madrigali		"Due colombine intatte
candide più del latte,
pegno della sua fede,
bella donna mi diede,
{{R|5}}ma il crudel servo l’ammazzò in un tratto;
or, belle, indovinate
quello che io n’abbia fatto?
Io me le son mangiate."
742690	Due corse	Giovanni Prati	1876					sonetti	Indice:Prati, Giovanni – Poesie varie, Vol. II, 1916 – BEIC 1901920.djvu	
746605	Due donze' nuovi ha oggi in questa terra	Rustico Filippi	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
694231	Due famose Vittorie a gran litigi	Girolamo Gigli					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
688257	Due fier tiranni hai miser' Alma al fianco	Giovanni Battista Cotta					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
932490	Due liriche	Pascal Delga	1911	occitano	Emanuele Portal	1911		poesie	Indice:Antologia provenzale, Hoepli, 1911.djvu	
692867	Due nate al dilettar chiare Sorelle	Benedetto Menzini					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
484107	Due ninfe emule al volto, e a la favella	Giambattista Felice Zappi	1723				Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
869093	Due sigarette	Cesare Pavese	1933				letteratura	poesie	Indice:Pavese - Poesie edite e inedite.djvu	
266813	Due versi di Antonio Manussos	Antonio Manussos	1876				Letteratura	Raccolte di poesie	Indice:manussos.djvu	
243620	Due vite	Giacomo Zanella	1868				letteratura	Poesie	Indice:Versi di Giacomo Zanella.djvu	
746076	Dugento scodelline di diamanti	Cecco Angiolieri	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
206875	Dunque, o vaga mia diva	Giambattista Felice Zappi					letteratura	Poesie	Indice:Scherzi poetici di vari celebri autori italiani e veneziani.djvu	
843188	Dunque, un vano, un spergiuro, un fuggitivo	Francesco Balducci					Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
879531	Duo bei cristalli, che a ria sete ardente	Gabriello Chiabrera	XVII secolo				Letteratura	Sonetti	Indice:Opere (Chiabrera).djvu	
845446	Dure balze, aspri colli e selve antiche	Giovanni Canale	XVII secolo				Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
742765	Duro pensier	Giovanni Prati	1876					sonetti	Indice:Prati, Giovanni – Poesie varie, Vol. II, 1916 – BEIC 1901920.djvu	
746729	E 'l martedi li do un nuovo mondo	Folgore da San Gimignano	XIII secolo/XIV secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
746734	E 'l sabato diletto ed allegrezza	Folgore da San Gimignano	XIII secolo/XIV secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
869187	E allora noi vili	Cesare Pavese	1943				letteratura	poesie	Indice:Pavese - Poesie edite e inedite.djvu	
694637	E ben potrà mia Musa entro le morte	Vincenzo da Filicaja					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
308410	E cciò li tistimònî	Giuseppe Gioachino Belli	1838				letteratura	sonetti	Indice:Sonetti romaneschi V.djvu	
742723	E continuo	Giovanni Prati	1876					sonetti	Indice:Prati, Giovanni – Poesie varie, Vol. II, 1916 – BEIC 1901920.djvu	
695533	E crollar le gran torri, e le colonne	Giovan Pietro Zanotti					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
30687	E daj cont sto chez-nous	Carlo Porta	1811	milanese			letteratura	Poesie dialettali		"E daj cont sto chez-nous: ma sanguanon!
Subet ch'el gh'ha sta gran cuccagna in Franza,
ghe va tant a andà foeura di cojon
e a tornà a cà a godella sta bondanza?

In quant a nun, s'el ne usa st'attenzion,
in contrassegn de grata regordanza
el scassem subet giò del tabellon
di balloss e di porch senza creanza.

Anzi, ch'el varda, vuj ch'el preghem fina
de no fà olter quand el riva a cà
che parlà maa de nun sira e mattina.

Inscì almanch podaravem lusingass
che paricc finalment, dandegh a trà,
barattass en el sit d'andà a seccass."
307406	E ddoppo, chi ss'è vvisto s'è vvisto	Giuseppe Gioachino Belli	1831				letteratura	sonetti	Indice:Sonetti romaneschi VI.djvu	
695062	E depor non dovea l'ingiusto sdegno	Durante Duranti					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
746726	E di dicembre una cittá in piano	Folgore da San Gimignano	XIII secolo/XIV secolo				Letteratura	sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
746716	E di febbrai' vi dono bella caccia	Folgore da San Gimignano	XIII secolo/XIV secolo				Letteratura	sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
746725	E di novembre Petriuolo, il bagno	Folgore da San Gimignano	XIII secolo/XIV secolo				Letteratura	sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
520236	E fermo il piè sulle superbe sponde	Maria Selvaggia Borghini					Letteratura	Sonetti/Scritture di donne	Indice:Zappi, Maratti - Rime I.pdf	
826944	E fino a quando inulti	Vincenzo da Filicaja					Letteratura	Poesie	Indice:The Oxford book of Italian verse.djvu	
209202	E fino a quando voi sì molli, o giovani	Callino	Antichità	greco	Achille Giulio Danesi	1886	letteratura	Poesie	Indice:Poesie_greche.djvu	
306214	E fora?	Giuseppe Gioachino Belli	1831				letteratura	sonetti	Indice:Sonetti romaneschi I.djvu	
916034	E garzoncelli e vergini	Anacreonte		greco	Giovanni Marchetti			Odi	Indice:Callimaco Anacreonte Saffo Teocrito Mosco Bione, Milano, Niccolò Bettoni, 1827.djvu	
742738	E i' canto	Giovanni Prati	1876					sonetti	Indice:Prati, Giovanni – Poesie varie, Vol. II, 1916 – BEIC 1901920.djvu	
309147	E io che ancora nun ho mmai possuto	Giuseppe Gioachino Belli	1847				letteratura	sonetti	Indice:Sonetti romaneschi V.djvu	
822396	E lo mio cor s'inchina	Anonimo	XIII secolo				Duecento	Poesie	Indice:The Oxford book of Italian verse.djvu	
742715	E neppur questo!	Giovanni Prati	1876					sonetti	Indice:Prati, Giovanni – Poesie varie, Vol. II, 1916 – BEIC 1901920.djvu	
666581	E osò Morte cotanto? Ah! del suo stolto	Bernardo Spada					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
746939	E piccoli fiorin d'argento e d'oro	Pieraccio Tedaldi	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. II, 1920 – BEIC 1928827.djvu	
662618	E pugnar gli Elementi in aspra guerra	Leonida Maria Spada					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
916032	E qual arte divina	Anacreonte		greco	Paolo Costa			Odi	Indice:Callimaco Anacreonte Saffo Teocrito Mosco Bione, Milano, Niccolò Bettoni, 1827.djvu	
483686	E qual sul Tebro pellegrina e rada	Giambattista Felice Zappi	1723				Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
44443	E qual sì industre man ritrar poteo	Giovan Pietro Zanotti	1723				letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
305196	E quando destarvi dal sonno vorrete	Callino	VII secolo a.C.	greco	Giuseppe Arcangeli	1847	letteratura	Poesie	Indice:Quattro canti militari dell'antica Grecia.djvu	
592497	E quando mai con sì crudel ventura	Lodovico Pico della Mirandola					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
695534	E sempre avrai d'intorno a gli occhi avvinta	Giovan Pietro Zanotti					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
688537	E sotto il freddo, e sotto il clima ardente	Francesco De Lemene					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
306310	E sse magna!	Giuseppe Gioachino Belli	1832				letteratura	sonetti	Indice:Sonetti romaneschi II.djvu	
306216	E ssettimo, madrimonio	Giuseppe Gioachino Belli	1831				letteratura	sonetti	Indice:Sonetti romaneschi I.djvu	
827035	E tu ne' carmi avrai perenne vita (Lucas)	Ugo Foscolo					Letteratura	Poesie	Indice:The Oxford book of Italian verse.djvu	
742776	E un altro	Giovanni Prati	1876					sonetti	Indice:Prati, Giovanni – Poesie varie, Vol. II, 1916 – BEIC 1901920.djvu	
746009	E' fu giá tempo, che Becchina m'era	Cecco Angiolieri	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
745970	E' m'è sí malamente rincresciuto	Cecco Angiolieri	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
826703	E' mi par d'or in ora udire il messo	Francesco Petrarca					Letteratura	Poesie	Indice:The Oxford book of Italian verse.djvu	
746029	E' non ha tante gocciole nel mare	Cecco Angiolieri	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
745983	E' non è neun con cotanto male	Cecco Angiolieri	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
100861	E' ritratto de l'utore	Filippo Chiappini	1876	romanesco			letteratura	sonetti		"- Di': cconoschi chi ha scritto s'operetta? 
- Si lo conosco!?: È un omo topacchiolo <ref>Topacchiolo = da topo; per uomo basso.</ref>,
Grasso, bborzo, color verde scetrolo;
{{r|4}}Pare, a vvedello, er caporal Trippetta <ref>Trippetta = detto per alludere ad una persona panciuta.</ref>.

Cià 'n nasone tajjato co' l'accetta
Che ppò sservì da remo a 'n barcarolo
Si ppia er tabbacco, co' cquer cimarolo <ref>Cimarolo = termine proprio dei carciofi per denotare la bellezza della grandezza.</ref>
{{r|8}}Je sce ne vò 'ggni presa 'na bbuetta <ref>Buetta = piccolo barattolo.</ref>.

A ddiscurecce <ref>A ddiscurecce = a parlarci.</ref> poi è 'n divertimento;
Nun zà ddì antro ch' è vvienuto a cquesto
{{r|11}}Monnaccio infame, pe' ssu gran tormento,

Che sta 'ggni sempre male e cche, de rresto,
Quanno che ccreperà sarà ccontento.
{{r|14}}- Quanno è accusì, Ddio lo conzoli presto."
694941	Ebbi già del tuo stral l'anima punta	Filippo Leers					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
273326	Ebelino	Silvio Pellico	1837				letteratura	Cantiche	Indice:Poesie inedite di Silvio Pellico II.djvu	
886932	Eccelse edificar Chiese novelle	Francesco Antonio Saverio Grue	1713				Letteratura	Poesie/Sonetti	Indice:Notizie storiche delle maioliche di Castelli e dei pittori che le illustrarono.djvu	
589901	Eccelso Duce, al cui temuto acciaro	Ferdinando Manotti					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
843589	Ecco al fin pur ti scopro, amato colle	Marcello Giovanetti					Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
60691	Ecco Amore: ecco Amor. Sia vostro incarco	Cornelio Bentivoglio d'Aragona					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
665237	Ecco dell'uman germe e pura e bella	Angelo Antonio Somai					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
621447	Ecco il carcere aperto, e il crudo e strano	Francesco Domenico Clementi					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
483684	Ecco il Parnaso: ecco gli allori, e il biondo	Giambattista Felice Zappi	1723				Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
914779	Ecco il Roman Campion dall'Istro algente	Gabriello Chiabrera	XVII secolo				Letteratura	Canzoni	Indice:Opere (Chiabrera).djvu	
688269	Ecco il tempo, o Israele, ed ecco il giorno	Giuseppe Paolucci					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
660057	Ecco il volto leggiadro, al cui splendore	Paolo Antonio Del Nero					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
692191	Ecco in Riva del Tebro, ecco è già nato	Francesco Maria Lorenzini					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
843732	Ecco l'alba, ecco l'alba, ecco il bel giorno	Giovan Francesco Maia Materdona					Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
844804	Ecco l'Aufido io bevo, e su le rive	Giuseppe Battista					Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
666582	Ecco l'inclito Giulio. In questa riva	Bernardo Spada					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
600211	Ecco la Donna, che dal Regno Franco	Domenico Ottavio Petrosellini					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
621890	Ecco Libia in Europa, ecco Cartago	Francesco Maria Deconti					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
746793	Ecco Prodezza, che tosto lo spoglia (Laterza, 1920)	Folgore da San Gimignano	XIII secolo/XIV secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
845057	Ecco pur, labra mie, rompeste al fine	Bernardo Morando	XVII secolo				Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
845147	Ecco riedo agli errori e 'l core infido	Antonio Basso	XVII secolo				Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
876587	Ecco su base, che d'ingegno altero	Gabriello Chiabrera	XVII secolo				Letteratura	Canzoni	Indice:Opere (Chiabrera).djvu	
843466	Ecco vicine, o bella tigre, l'ore	Claudio Achillini					Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
691998	Ecco, amici Pastori, ecco ove giunto	Vincenzo Leonio					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
688559	Ecco, che a voi ritorno, un tempo liete	Francesco De Lemene					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
696516	Ecco, Erasto, il bel colle altero e santo	Filippo Ortensio Fabbri					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
844685	Ecco, piena d'orror, l'età canuta	Girolamo Fontanella					Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
688220	Ecco, Signor, dopo tant'anni e tanti	Domenico Lazzarini					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
206889	Eco, ninfa pietosa	Giambattista Mutinelli					letteratura	Poesie	Indice:Scherzi poetici di vari celebri autori italiani e veneziani.djvu	
845589	Ed ecco, o Filli, avventurosa aurora	Pietro Casaburi Urries	XVII secolo				Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
746732	Ed ogni giovedí torneamento	Folgore da San Gimignano	XIII secolo/XIV secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
746733	Ed ogni venerdí gran caccia e forte	Folgore da San Gimignano	XIII secolo/XIV secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
518996	Ed or qual volta del mio stato indegno	Lorenzo Bellini					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
249756	Egeria	Wilhelm Müller/Oskar Ludwig Bernhard Wolff	1829				Letteratura	raccolte di poesie	Indice:Egeria.djvu	
746911	Egli è ben ver che sotto Amor mi trove	Trebaldino Manfredini	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. II, 1920 – BEIC 1928827.djvu	
746053	Egli è maggior miraeoi, com'io vivo	Cecco Angiolieri	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
131490	Egli è proprio d'avveduto	Pittaco	Antichità	greco	Achille Giulio Danesi	1886	letteratura	Poesie	Indice:Poesie_greche.djvu	
745965	Egli è sí agra cosa 'l disamare	Cecco Angiolieri	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
746104	Egli è sí poco di fede e d'amore	Cecco Angiolieri	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
77296	Egloga (Benivieni)	Girolamo Benivieni	XV secolo				letteratura	Poesie		
327537	Egloghe (Chiabrera 1608)	Gabriello Chiabrera	1608				letteratura	poesie	Indice:Chiabrera - Meganira e Egloghe.djvu	
885037	Egloghe (Chiabrera 1834)	Gabriello Chiabrera	1608				letteratura	poesie	Indice:Opere (Chiabrera).djvu	
253242	Egoismo e carità	Giacomo Zanella	1868				letteratura	Poesie	Indice:Versi di Giacomo Zanella.djvu	
855133	El bord.... scuperto	Giuseppe Gioachino Belli	1834				letteratura	sonetti	Indice:Sonetti romaneschi IV.djvu	
308350	El cappellaro	Giuseppe Gioachino Belli	1837				letteratura	sonetti	Indice:Sonetti romaneschi V.djvu	
746089	El fuggir di Min Zeppa, quando sente	Cecco Angiolieri	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
746954	El gioco è fondamento d'avarizia	Pieraccio Tedaldi	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. II, 1920 – BEIC 1928827.djvu	
746935	El maladetto di, che io pensai	Pieraccio Tedaldi	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. II, 1920 – BEIC 1928827.djvu	
746943	El mondo vile è oggi a tal condotto	Pieraccio Tedaldi	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. II, 1920 – BEIC 1928827.djvu	
746625	El Muscia sí fa dicere e bandire	Rustico Filippi	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
746912	El tuo bel dir liggiadro ver' me piove	Cecco Nuccoli	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. II, 1920 – BEIC 1928827.djvu	
30726	El viacc de Fraa Condutt	Carlo Porta	1816	milanese			letteratura	Poesie dialettali		"In sul deffà de sant Ambroeus andemm
ch'el trottava, el trottava, e via via
el se trovava saldo al post medemm,
lassand de part on bott la sacrestia,
{{R|5}}ghe diroo coss'è occors st'estaa passaa
al noster fraa Condutt fraa desfrataa.

Fraa Condutt come lor san mej de mì,
per quella gran golascia del dinar...
Come?... El cognossen minga?... Oh questa chì
{{R|10}}la me reussiss proppi singolar!
Corpo de bio bion, possibel mò
che sien lor soll che nol cognossen nò?

Fraa Condutt l'è on magrozzer, un carcamm
d'on pret longh longh ch'el par on campanin,
{{R|15}}cont on dianzen d'on pomon d'adamm
ch'el ghe sbaggia in là on mia el collarin,
lendenon, coj palper besinfi, ininz,
e el volt a boeucc come el formaj de sbrinz.

Sott a duu zij de ruff e scarpignaa
{{R|20}}ghe sbarlusca duu boeucc de scoldalecc,
e poeù sott, duu stupendi carimaa,
e anmò sott, on bocchin fina ai orecc,
e in su quell la seggella del moletta
che gotta giò tabacch su la basletta.

{{R|25}}A cressegh i bellezz el gh'ha anca i pagn
che comenzand daj scarp fina alla lumm
hin de cinqu o ses negher descompagn,
tanè, pures, bordocch, martora, fumm,
intersiaa a tassij, strataj, listin,
{{R|30}}pussee che nè on sciffon del Maggiolin.

Ah ân! quest l'è fraa Sist... Sicchè mò han vist
s'el soo mì che l'aveven de cognoss?
Sissignori l'è lu, proppi fraa Sist,
fradell de don Bernard del Borgh di goss,
{{R|35}}che in quant ghe dan ci nomm de fraa Condutt
l'è perchè l'è on porcon che bocca tutt.

Lu deffatt per on sold el canta, el balla,
lu el fa la roeuda in terra, el fa la tomma,
lu el va magara con la cotta in spalla
{{R|40}}dedree d'ona vicciura fina a Romma,
lu el contratta la messa, i esequi, i offizzi
come i oeuv e i pollaster de pendizzi.

Adess che semm d'accord fina d'avanz
quant al porch (salv però quell ch'el maneggia),
{{R|45}}ciappi el fil de l'istoria e tiri innanz
drizz drizz senza desperdem de carreggia.
Sicchè, i mee sciori, come ghe diseva...
adess... bell bell... che pensa in dove seva.

Donca, fraa Sist, per quella gran golascia
{{R|50}}del dinar che el le rod e el le sassina,
ci s'è trovaa on bell dì in de la mojascia
con trii impegn tutt al cuu in d'ona mattina,
messa con ciccolatt al Paradis
corp con candira in Borgh, torcia a Bovis;

{{R|55}}e siccome per tend de chì e de lì
no gh'eva minga terra de fà ball,
nè a pè se ghe posseva reussì,
l'ha ressolt de cavassela a cavall,
e, s'cioppa l'avarizia, l'ha faa el spicch
{{R|60}}deggià che l'eva in Borgh de toeù on boricch.

Fornii el corp, faa el sò noll, prontaa l'asnin,
el se segna, el bettega on'orazion,
poeù el ghe solta de posta in sul sesin,
Icc vallaè! dò fiancad cont i tallon,
{{R|65}}on'impennada, quatter salt de cuu,
dò legnad, dò scorensg, e via tutt duu.

Inscì in estes, godend on paradis,
l'aveva giamò faa ses o sett mia,
e inscì l'andava fors fina a Bovis,
{{R|70}}se a dessedall no ghe vegneva via
vun de quij taj besogn che fa andà a pè
e desmontà del trono fina i re.

L'ha avuu de grazia donch de scavalcà,
de ligà in straa a ona pianta el sò compagn,
{{R|75}}de traversà la scês, de andà a cercà
on quaj tròs giò de man per i campagn
in dove fà el sò oeuv foeura del cas
che i sinod possen reffignagh el nas.

E voltes e revoltes col dedree
{{R|80}}per el longh de la corda de chì e lì,
a vora che fraa Sist l'è tornaa indree
l'è vegnuu giusta in punta a reussì
voltaa col magazzin di saresitt
vers la regia zittaa di missoltitt.

{{R|85}}Fraa Sist, che l'eva minga quell tal omm
de sospettà del prossem malament,
savend d'avell lassaa voltaa vers Comm
l'ha creduu ch'el dovess stagh permanent,
e, senz'olter cercà nè bianch nè negher,
{{R|90}}le desliga, el le monta e el va là allegher!

Domà che repassand per certe sit
che ghe pareven e no ghe pareven
el ciamava a quaj picch s'el va polit,
e quij credendel smorbi respondeven,
{{R|95}}come s'usa respond a sti smorbion,
Semper drizz (in di ciapp) ch'el va benon!

Fraa Sist assuefaa a fass cojonà
el tirava de longh e el fava el vecc,
quand finalment el ved, va che te va,
{{R|100}}a spontà on campanin, poeù dopo on tecc,
e poeù duu e poeù trii, poeù vott o des,
e on freguj pussee innanz tutt on paes.

Alto, adess mò ghe semm! Daj, pesta, trotta,
spuves suj dit, cavezzes i cavij,
{{R|105}}deslazza el fagottell, destend la cotta,
scorliss la vesta, spieghegh i rescij,
nettes, freghes, pareggies alla via,
domà causa de corr in sacrestia.

Finalment el desmonta a l'ostaria,
{{R|110}}el va in cort, el se incontra in d'on amis...
Oh don Sist!... Oh el mè car don Zaccaria!
Anca lu chì all'offizzi de Bovis?...!
Bovis?... Offizzi?... Zaccaria el respond...
e resten lì cojon primm e segond.

{{R|115}}Intant che se deciara la borlanda
compar foeura stallee, coeugh, camarer,
el patron del boricch, della locanda,
el curat, el secrista, el cangeler.
Fraa Sist el cava on sgar fina di pee
{{R|120}}e ponfeta giò in terra col cuu indree!

Acqua, asee! Prest corrii! tira, pessega...
Mettill chì, mettill lì ? gent de per tutt;
l'equinozzi in d'on bott el se spantega,
tutt el Borgh rid ai spall de fraa Condutt,
{{R|125}}e intrattant ch'el sgambetta on gatt monell
el se serv de la cotta e del cappell.

In sta manera el noster fraa Condutt
l'ha imparaa a spesa sova la moral
che l'è impossibel podè tend a tutt,
{{R|130}}chè se romp l'oss del coll coj salt mortal,
e che cont el vorè caregà tropp
se perd la polver e se creppa el s'ciopp."
120794	Eldorado	Edgar Allan Poe	1849	inglese	Ernesto Ragazzoni	XIX secolo	letteratura	poesie		"Forte in sella e bene armato,
un garbato
cavaliere, al sole e all’ombra
lungo tempo errò, cantando;
{{R|5}}ricercando
il paese d’Eldorado.

Ma invecchiò lo stanco e fiero
cavaliero,
e nel cuor gli scese un’ombra
{{R|10}}perché mai, non trovò al mondo,
il giocondo
suol che chiamasi Eldorado.

E seguiva dolorando
rotto, quando
{{R|15}}finalmente scorse un’ombra
errabonda ed «Ombra — chiese —
il paese,
dunque ov’è dell’Eldorado?»

«Oltre i monti della luna
{{R|20}}nella bruna
valle, baratro dell’ombra!
— l’Ombra disse — E, ardito in groppa
pur galoppa
se tu cerchi l’Eldorado!»."
